Gene.name	GO.term.accession
mff	GO:0005737
kitlg	MGD:MP:0002083~premature death
c5	GAD_DISEASE:Arthritis, Rheumatoid|Cardiovascular Diseases|Neoplasms|Rheumatoid Arthritis
ostc	CRB:CRB:0000022~Association with Survival No Antioxidants PSAP KO CRISPRi in Glutamatergic Neuron
LOC100707324	GO:0014733
cspp1	GO:0005874
slc30a1	GO:0140882
LOC100708657	GO:0030139
ccdc178	GO:0036064
taf10	REACTOME_PATHWAY:R-HSA-167161~HIV Transcription Initiation
angptl4	GO:0043066
ftsj1	HPO:HP:0000494~Downslanted palpebral fissures
cplx4	GO:0005886
bmpr1b	GO:1990712
tmem203	GO:0007283
g3bp2	GO:0062029
neto2	GO:0035255
cacna1g	GO:0005737
sparc	DISGENET:C0751213~Tactile Allodynia
bbs2	GO:0045494
LOC100698758	GO:0008017
trim8	GO:0007249
glut1	HPO:HP:0008897~Postnatal growth retardation
LOC100707781	REACTOME_PATHWAY:R-HSA-5675482~Regulation of necroptotic cell death
LOC100702377	GO:0005737
LOC100706349	GO:0005783
LOC100706341	GO:0045944
srebf1	GAD_DISEASE:hypercholesterolemia
esco2	GO:0034421
rb1	KEGG_PATHWAY:hsa05219
LOC100710064	GO:0030374
wdr44	GO:0005768
aco1	ORPHANET:CXXX~No diseases associated
LOC100695498	GO:0099505
trmt61b	CGI:CXXX~No diseases associated
psph	GO:0006564
plcg2	REACTOME_PATHWAY:R-HSA-76002~Platelet activation, signaling and aggregation
LOC100711992	GO:0071933
calm2	GO:0016301
nf2	GO:0035330
LOC100705244	GO:0016020
aldh1l2	UP_TISSUE:Chondrocyte
rbpms2	MGD:MP:0003795~abnormal bone structure
LOC100691436	GO:0033132
LOC100706716	DISGENET:C1510586~Autism Spectrum Disorders
LOC100707394	MGD:MP:0002127~abnormal cardiovascular system morphology
LOC100711007	GO:0051015
LOC100704109	GO:0005739
LOC100709268	GO:0005905
nkx2-5	MGD:MP:0006126~abnormal cardiac outflow tract development
terb2	ORPHANET:CXXX~No diseases associated
LOC100703185	GO:0000139
LOC100695063	GO:0015718
fgfr3	MGD:MP:0030383~small presphenoid bone
LOC100702822	GO:0006310
ect2	CRB:CRB:0000007~Association with Peroxidized Lipids (Liperfluo Intensity) in Glutamatergic Neuron
cul4b	GO:0031625
wasf2	GO:0030036
eif2ak3	GO:0005789
LOC100698788	CRB:CRB:0000007~Association with Peroxidized Lipids (Liperfluo Intensity) in Glutamatergic Neuron
LOC100710001	GAD_DISEASE:Birth Weight|Hyperbilirubinemia, Neonatal
ift74	UP_TISSUE:Colon carcinoma
fam219b	UNIPROT:CXXX~No diseases associated
rmi2	GO:0000724
LOC100708217	CTD:C0205644~Carcinoma, Granular Cell
LOC100689844	GO:0005515
xrcc3	GAD_DISEASE:melanoma
e2f1	GO:0005813
LOC100709185	DISGENET:C0205698~Undifferentiated carcinoma
gna12	GO:0016328
slc6a15	REACTOME_PATHWAY:R-HSA-442660~Na+/Cl- dependent neurotransmitter transporters
gth-rii	GAD_DISEASE:familial male-limited precocious puberty.
aggf1	CRB:CRB:0000022~Association with Survival No Antioxidants PSAP KO CRISPRi in Glutamatergic Neuron
mrps12	GO:0005743
mok	GAD_DISEASE:diabetic nephropathy
lsm2	
srsf7	REACTOME_PATHWAY:R-HSA-72187~mRNA 3Q-end processing
armc9	GO:0060271
LOC100711230	MGD:MP:0001303~abnormal lens morphology
stxbp1	CTD:C0393702~Myoclonic Astatic Epilepsy
rps3	GO:0003677
il6st	MGD:MP:0000465~gastrointestinal hemorrhage
slc1a1	GO:0042417
LOC100710568	GO:0043204
tyms	GO:0005829
LOC100696143	GO:0050796
lmbrd1	GO:0031419
LOC100708151	MGD:MP:0020874~abnormal nervous system dopamine level
nup50	GO:0005654
bcas3	GO:0000791
LOC100698083	MGD:MP:0009939~abnormal hippocampus neuron morphology
snrnp200	GO:0003676
cacna1c	GO:0007507
LOC102082062	
LOC102082062	
LOC100707466	MGD:MP:0010786~stomach fundus hypertrophy
six2	MGD:MP:0009050~dilated proximal convoluted tubules
cpne7	CTD:CXXX~No diseases associated
cdh7	CGI:CXXX~No diseases associated
LOC100691436	GO:0060090
lpar4	ORPHANET:C0238463~Papillary thyroid carcinoma
LOC102082062	GO:1990204
LOC100690952	MGD:MP:0001065~abnormal trigeminal nerve morphology
cdk5rap1	GO:0051539
bag6	GO:0045861
LOC100701498	UP_TISSUE:Leukemic T-cell
ift122	GO:0097542
LOC100708547	HPO:HP:0100763~Abnormality of the lymphatic system
rfc2	HPO:HP:0005113~Aortic arch aneurysm
LOC100700830	HPO:HP:0001760~Abnormal foot morphology
rnpc3	GO:0030626
parn	GO:0005737
mapk1	REACTOME_PATHWAY:R-HSA-109581~Apoptosis
LOC100691573	HPO:HP:0002243~Protein-losing enteropathy
LOC100695498	GO:0007214
dna2	GO:0000166
LOC100699312	GENOMICS_ENGLAND:C0856975~Autistic behavior
LOC100692985	
LOC100706281	ORPHANET:C1856728~Fuhrmann syndrome
ccdc40	DISGENET:C4277690~Ciliopathies
il6st	GO:0005896
LOC100690617	GO:0007187
tbkbp1	GO:1902554
sox17	UNIPROT:C3150927~VESICOURETERAL REFLUX 3
ap3b2	GO:0005769
plce1	GO:0016042
bmp4	GO:0003148
ndufaf6	HPO:HP:0003128~Lactic acidosis
tbca	
pcm1	GO:0001764
LOC100707499	GO:0005886
nlgn3	GO:0051965
LOC100705923	GO:0001701
esrrg	GO:0003677
bbs7	CRB:CRB:XXX~No CRB phenotype
hadhb	DISGENET:C0015695~Fatty Liver
slc16a2	HPO:HP:0002415~Leukodystrophy
LOC102082062	
cd36	MGD:MP:0006238~abnormal choriocapillaris morphology
piga	MGD:MP:0002947~increased hemangioma incidence
Phospho-APC/C mediated degradation of Cyclin A	
emsy	GO:0005654
LOC100708288	HPO:HP:0002607~Bowel incontinence
dnajc14	GENOMICS_ENGLAND:CXXX~No diseases associated
htra1	CTD:C0751587~CADASIL Syndrome
slc25a11	HPO:HP:0001342~Cerebral hemorrhage
glra1	GO:0016020
prkab1	DISGENET:C0024623~Malignant neoplasm of stomach
tlr2	GO:0071221
cxcl14	PSYGENET:CXXX~No diseases associated
LOC100698688	CTD:C0206663~Neuroectodermal Tumor, Primitive
LOC100710960	GO:0005789
tmem201	GO:0005635
penk	GO:0098586
gpd2	HPO:HP:0005978~Type II diabetes mellitus
LOC100707336	MGD:MP:0004835~abnormal miniature endplate potential
gpr176	GO:0007186
LOC100702313	GO:0007166
LOC100693400	GO:0007173
cd36	GO:0005794
cebpa	MGD:MP:0001233~abnormal epidermis suprabasal layer morphology
opa1	GO:0090398
LOC100708883	GO:0005515
sh2d1a	GO:0050860
gpank1	GO:0005515
srprb	GO:0016020
mtmr2	GO:0016311
LOC100707489	MGD:MP:0004275~abnormal postnatal subventricular zone morphology
atg7	CTD:C1140680~Malignant neoplasm of ovary
col1a1	MGD:MP:0010970~abnormal compact bone lamellar structure
shc1	MGD:MP:0003674~oxidative stress
gprc5a	CGI:CXXX~No diseases associated
LOC100689707	HPO:HP:0031873~Early chronotype
ap2s1	CRB:CRB:0000009~Negative hit with Labile Iron (FeRhoNox Intensity) in Glutamatergic Neuron
mus81	GO:1905347
fen1	CRB:CRB:0000024~Negative hit with Survival No Antioxidants PSAP KO CRISPRi in Glutamatergic Neuron
polr2g	CTD:C3658290~Drug-Induced Acute Liver Injury
trappc3	GO:0048208
akt1	GAD_DISEASE:Carcinoma, Papillary, Follicular|Neoplasm Metastasis|Thyroid Neoplasms
LOC102082062	
LOC100701247	GO:0016020
slc6a11	CGI:CXXX~No diseases associated
LOC100695063	GO:0022857
atp6v0e1	GO:1902600
LOC100710512	GO:0141005
mysm1	MGD:MP:0001566~increased circulating phosphate level
LOC100702995	GO:0030154
hes1	GO:0097084
gpn1	GO:0005654
zfp36l1	CGI:CXXX~No diseases associated
nup133	HPO:HP:0000316~Hypertelorism
kcns3	GO:0051260
LOC100693976	UP_TISSUE:Eye
atad5	UP_TISSUE:Uterus
rnf216	GO:0070936
erbin	GO:0005102
dcc	HPO:HP:0000407~Sensorineural hearing impairment
LOC100701915	HPO:HP:0000664~Synophrys
LOC100704299	GO:0043231
hpn	MGD:MP:0005178~increased circulating cholesterol level
mapkap1	UP_TISSUE:Glial cell
nfxl1	GO:0006355
armc8	GO:0005737
LOC100700322	CLINGEN:CXXX~No diseases associated
LOC100695568	GO:0015279
mpg	GO:0052821
ndufv2	KEGG_PATHWAY:hsa01100
nus1	PSYGENET:CXXX~No diseases associated
rbp4	GO:0005501
rbbp8	CTD:C0796063~microcephaly-digital anomalies syndrome
vps54	MGD:MP:0011987~abnormal GABAergic neuron physiology
LOC100703611	GO:0005739
foxp2	GO:0005634
git1	MGD:MP:0002803~abnormal operant conditioning behavior
rps7	REACTOME_PATHWAY:R-HSA-2262752~Cellular responses to stress
ino80	CRB:CRB:0000030~Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron
LOC100695343	GO:0060170
neu4	GO:0005743
myh11	HPO:HP:0002138~Subarachnoid hemorrhage
fhl2	GO:0005634
cep70	GO:0005737
LOC100691726	GO:0005794
LOC100709801	GO:0002675
eny2	GO:0045893
dimt1	GO:0000179
pparg	GO:0045598
LOC102082412	HPO:HP:0100522~Thymoma
wac	GO:0005654
LOC100693986	ORPHANET:CXXX~No diseases associated
trappc10	CRB:CRB:0000016~Association with Survival No Antioxidants CRISPRi in Glutamatergic Neuron
fmn1	MGD:MP:0006279~abnormal limb development
LOC100710292	DISGENET:C0546264~Congenital Fiber Type Disproportion
pms1	GO:0005524
LOC100711224	MGD:MP:0000048~abnormal stria vascularis morphology
gla	HPO:HP:0003621~Juvenile onset
olfm1	GO:0030424
exosc9	GO:0000178
raf1	GO:0042981
lsm5	GO:0005634
tub	GO:0016020
lig4	GO:0006310
LOC100709771	GO:0051384
LOC100689830	GO:0005654
slc18a2	GO:0007626
sirt6	MGD:MP:0000189~hypoglycemia
ubr3	CTD:CXXX~No diseases associated
LOC102076104	GO:0007204
nrp1	MGD:MP:0001056~abnormal cranial nerve morphology
psmc2	REACTOME_PATHWAY:R-HSA-9020702~Interleukin-1 signaling
LOC100696073	MGD:MP:0002152~abnormal brain morphology
hnf4a	GO:0003677
LOC100694427	MGD:MP:0001405~impaired coordination
LOC100696178	GO:0005524
akt1	HPO:HP:0001626~Abnormality of the cardiovascular system
pparg	GO:0043565
sh3pxd2b	GO:0042995
LOC100691991	GO:0045599
LOC100696864	GO:0005634
ddr1	GO:0016301
kmt2a	MGD:MP:0002083~premature death
fgf7	REACTOME_PATHWAY:R-HSA-2219530~Constitutive Signaling by Aberrant PI3K in Cancer
cdh16	GO:0007155
uroc1	GO:0006548
mrpl21	GO:0005737
spns1	GO:0022857
daxx	GO:0031396
th	DISGENET:C0030567~Parkinson Disease
top2a	CRB:CRB:XXX~No CRB phenotype
LOC100704294	
LOC100711408	GO:0003779
pld3	GO:0031901
nfkbil1	GO:0005515
LOC100703919	HPO:HP:0004431~Complement deficiency
taf6	GO:0000124
slc8a3	GO:0046872
foxred2	GO:0030433
LOC100707314	GO:2000623
pik3cb	REACTOME_PATHWAY:R-HSA-2029480~Fcgamma receptor (FCGR) dependent phagocytosis
ttc1	GO:0005515
LOC100534515	GO:0071391
itgb6	GO:0048286
LOC100696652	GO:0030424
stra6	HPO:HP:0002187~Intellectual disability, profound
zmynd10	GO:0034451
LOC100700425	GO:0005840
nme7	GO:0016740
LOC100707476	MGD:MP:0001730~embryonic growth arrest
ddx54	GO:0006396
LOC100706504	MGD:MP:0005365~abnormal bile salt homeostasis
LOC100699640	GO:0005080
myocd	UP_TISSUE:Human uterus
dhfr	REACTOME_PATHWAY:R-HSA-1430728~Metabolism
LOC100710567	REACTOME_PATHWAY:R-HSA-9818027~NFE2L2 regulating anti-oxidant/detoxification enzymes
LOC100699569	GO:0045862
tpk1	REACTOME_PATHWAY:R-HSA-196854~Metabolism of vitamins and cofactors
fgf7	REACTOME_PATHWAY:R-HSA-2404192~Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)
ddx42	GO:0003723
egfr	GO:0032587
ephx2	GO:0042577
anapc5	MGD:MP:XXX~No phenotype
herc2	REACTOME_PATHWAY:R-HSA-1640170~Cell Cycle
vapb	GO:0045296
nfyc	GO:0016602
LOC100690654	GO:0043996
mrpl12	GO:0006412
axl	GO:0097350
stra6	GO:0048589
rnf19a	MGD:MP:0001399~hyperactivity
LOC100711071	GO:0045087
hbp1	GO:0006355
rnls	GO:0005576
top3a	GO:0003917
LOC100704166	MGD:MP:0012114~absent inner cell mass proliferation
parp6	
atp7a	MGD:MP:0005335~abnormal gonadal fat pad morphology
fbxo4	
plcb3	GO:0007165
gabrb2	GO:0007214
LOC100700366	GO:0005524
LOC100694109	HPO:HP:0000506~Telecanthus
setd2	MGD:MP:0001718~abnormal visceral yolk sac morphology
LOC100691117	GO:0005654
usp9x	GO:0004843
pgap1	HPO:HP:0000556~Retinal dystrophy
armc3	GO:0070062
naa35	GO:0005829
neo1	GO:0005886
npr1	DISGENET:C4014690~EPIPHYSEAL CHONDRODYSPLASIA, MIURA TYPE
LOC100710169	REACTOME_PATHWAY:R-HSA-8876198~RAB GEFs exchange GTP for GDP on RABs
fosl1	GO:0003677
hs6st3	CLINGEN:CXXX~No diseases associated
elp4	GO:0002098
LOC100694542	GO:0043231
shh	REACTOME_PATHWAY:R-HSA-500792~GPCR ligand binding
letmd1	GO:0005743
rnf216	HPO:HP:0000044~Hypogonadotropic hypogonadism
dyrk1a	GO:0008353
clcn7	GO:0016020
LOC100692555	GO:0005634
clcc1	GO:0016020
LOC100695177	HPO:HP:0001640~Cardiomegaly
LOC102082062	
slc25a10	CTD:C0205697~Carcinoma, Spindle-Cell
avpr1a	GO:0042713
LOC100692426	CRB:CRB:0000007~Association with Peroxidized Lipids (Liperfluo Intensity) in Glutamatergic Neuron
LOC100697014	GO:0007165
pik3cd	GO:0048015
LOC100702313	GAD_DISEASE:Apoplexy|Ischemic Attack, Transient|Stroke|Transient Ischemic Attack
mdm1	GO:0005813
LOC100701336	GO:0007399
atg16l1	GO:0010008
lama4	GO:0045995
cldn19	GO:0005886
ttc27	
LOC100706673	GENOMICS_ENGLAND:C4225274~AU-KLINE SYNDROME
LOC100712332	GO:0048149
LOC102082062	GO:0005737
LOC100691684	GO:0004430
LOC100697286	GO:0150093
nop53	GO:0005654
LOC100697392	MGD:MP:0013971~blood in lymph vessels
LOC100711230	GO:0051017
lrrk2	GAD_DISEASE:Dystonic Disorders|Multiple System Atrophy
soat1	MGD:MP:0000379~decreased hair follicle number
LOC102079881	HPO:HP:0000007~Autosomal recessive inheritance
LOC100694690	HPO:HP:0001250~Seizure
daxx	GO:0005634
LOC100705619	GO:1990226
elp1	MGD:MP:0000928~incomplete rostral neuropore closure
adgrv1	HPO:HP:0011073~Abnormality of dental color
ptpn11	GO:0030159
cmtm3	GO:0007165
mcat	GO:0016419
bap1	DISGENET:C0751304~Parasagittal Meningioma
LOC100711328	GO:0033814
myo15a	MGD:MP:0004362~cochlear hair cell degeneration
LOC100693777	MGD:MP:0012084~truncated foregut
mlst8	GO:0031931
LOC102082062	
oxr1	DISGENET:C1842364~Central hypotonia
eif2ak4	GO:0016740
slc39a13	GO:0005385
cc2d1b	GO:0005515
rnd3	GO:0007264
sgk1	GO:0004674
psmc6	REACTOME_PATHWAY:R-HSA-1234176~Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha
zdhhc4	GO:0005783
LOC100691116	
tmem182	GO:0016020
smim8	
LOC102082062	
coro2a	GO:0051015
nrip1	GO:0005730
LOC102082062	GO:0016020
gata4	HPO:HP:0008730~Female external genitalia in individual with 46,XY karyotype
bmp2	HPO:HP:0001638~Cardiomyopathy
LOC100702944	GO:0003723
fem1b	GO:2000001
ercc2	GO:1901990
camk2b	GO:0045202
phb	GO:0045917
cited1	GO:0030318
tbcd	HPO:HP:0007366~Atrophy/Degeneration affecting the brainstem
thrb	CRB:CRB:XXX~No CRB phenotype
cct5	GO:0031681
ghr	GO:0005515
tbx20	GO:0003143
thtpa	REACTOME_PATHWAY:R-HSA-1430728~Metabolism
kiaa0319l	GO:0005794
nr5a1	UP_TISSUE:Blood
rhag	GO:0030506
noc2l	MGD:MP:0008209~decreased pre-B cell number
LOC100705759	MGD:MP:0011495~abnormal head shape
tbc1d22a	UP_TISSUE:Testis
ghitm	GO:0005739
uhrf1	GO:0140612
lpar1	GO:0007165
LOC100693968	GO:0000977
elovl6	GO:0005789
LOC100705749	GO:0003924
LOC100710008	HPO:HP:0004933~Ascending aortic dissection
nde1	HPO:HP:0000252~Microcephaly
ctsd	MGD:MP:0010783~abnormal stomach wall morphology
st3gal3	GO:0016757
gal	MGD:MP:0001458~abnormal object recognition memory
bcl6b	GO:0000978
usp48	UP_TISSUE:Colon
LOC100707757	GO:0016020
LOC100689943	GO:0000028
clic4	GO:0048471
LOC100697502	CTD:C0041671~Attention Deficit Disorder
snrnp70	GO:1990904
pet100	HPO:HP:0000407~Sensorineural hearing impairment
amt	GO:0005739
snap23	GO:0043005
pnkp	GO:0051973
psap	MGD:MP:0001392~abnormal locomotor behavior
rfx7	GO:0000785
ubr5	GO:0008270
LOC100690150	GO:0000045
atr	GO:0106310
enah	GO:0005925
LOC100709255	REACTOME_PATHWAY:R-HSA-382556~ABC-family proteins mediated transport
LOC100706409	MGD:MP:0008254~increased megakaryocyte cell number
LOC109194311	GO:0003723
rpl6	GO:0014069
f5	UP_TISSUE:Plasma
syt10	MGD:MP:0020474~advanced circadian behavior phase
dpm2	HPO:HP:0000219~Thin upper lip vermilion
ifrd1	DISGENET:C0035222~Respiratory Distress Syndrome, Adult
LOC102082062	
LOC100712477	MGD:MP:0002699~abnormal vitreous body morphology
LOC100707971	KEGG_PATHWAY:hsa05418
tp73	GO:0042771
pih1d2	GO:0050821
LOC100712084	HPO:HP:0012062~Bone cyst
camk2b	UP_TISSUE:Insulinoma
LOC100706088	GO:0007519
cnot4	GO:0004842
phrf1	GAD_DISEASE:systemic lupus erythematosus 
LOC100712274	MGD:MP:0002169~no abnormal phenotype detected
LOC100707019	GAD_DISEASE:Body Weight
znf451	GO:0061665
ntrk2	GO:0014069
atf2	DISGENET:C0235874~Disease Exacerbation
nsl1	GO:0000444
e2f2	MGD:MP:0009004~progressive hair loss
igf1	GO:0031093
lig1	GO:0005524
LOC100705021	DISGENET:C0458257~Pain, Splitting
trabd	CGI:CXXX~No diseases associated
ldlrad4	GO:0070412
pdk3	GENOMICS_ENGLAND:C3806702~CHARCOT-MARIE-TOOTH DISEASE, X-LINKED DOMINANT, 6
LOC100710999	GO:0005643
plxdc2	GAD_DISEASE:Chronic renal failure|Kidney Failure, Chronic
hps4	GO:0006605
LOC100696647	GO:0005634
ercc1	GO:0006281
ercc4	HPO:HP:0000621~Entropion
tg	MGD:MP:0000208~decreased hematocrit
smarcc2	HPO:HP:0000280~Coarse facial features
tcf19	
pkmyt1	GO:0000166
ppargc1a	MGD:MP:0005289~increased oxygen consumption
taf1	ORPHANET:C1839130~Dystonia 3, Torsion, X-Linked
hhex	MGD:MP:0003232~abnormal forebrain development
palld	GO:0002102
LOC100699578	UNIPROT:C1291490~Hyaluronidase Deficiency
sema4g	GO:0005515
LOC100710567	GO:0001525
mysm1	MGD:MP:0008209~decreased pre-B cell number
stra6	GO:0048844
cacnb4	CTD:C0750940~Tremor, Rubral
ctbs	GO:0016798
nr2e1	GO:0000122
loxl3	GO:0016020
wac	MGD:MP:0008805~decreased circulating amylase level
fars2	UP_TISSUE:Pancreas
LOC100709445	GAD_DISEASE:diabetes, type 1
LOC100702414	UNIPROT:C3810407~CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 5
hgd	GO:0006572
LOC100707752	HPO:HP:0001025~Urticaria
LOC100693580	MGD:MP:0009017~prolonged estrus
LOC100710841	GO:0048041
spast	GO:0030424
adamts5	GO:0004222
LOC100705046	GO:0046872
cdc27	KEGG_PATHWAY:hsa04120
LOC100703311	GO:0034220
atox1	GO:0006825
mast4	GO:0000166
LOC100708657	GO:0050764
acly	GO:0006085
LOC100712454	GO:0051973
cep55	HPO:HP:0000340~Sloping forehead
ahi1	ORPHANET:C0035334~Retinitis Pigmentosa
prkci	GO:2000353
ift122	GO:0031514
LOC100710339	HPO:HP:0010536~Central sleep apnea
tgfb1i1	MGD:MP:0009503~abnormal mammary gland duct morphology
LOC106098186	HPO:HP:0002079~Hypoplasia of the corpus callosum
nadsyn1	
ppard	GAD_DISEASE:triglycerides; atherosclerosis, coronary; lipoprotein
gsk3b	GAD_DISEASE:methamphetamine abuse schizophrenia
sh2d1a	GO:0007267
nrsn1	GO:0043005
LOC100706651	PSYGENET:CXXX~No diseases associated
LOC100698351	ORPHANET:C3554594~STEEL SYNDROME
LOC100699955	GO:0005783
LOC100705170	UP_TISSUE:Urinary bladder
LOC100696505	MGD:MP:0008149~abnormal costovertebral joint morphology
LOC100699505	GO:0005509
ptk2b	GO:0002040
LOC100703629	MGD:MP:0008432~abnormal long term spatial reference memory
exo1	GO:0035312
tsen2	GO:0006388
ppp1r3b	GO:0008157
afdn	GO:0005911
ipo7	GO:0016020
smad7	GO:0070411
snrpf	CRB:CRB:0000007~Association with Peroxidized Lipids (Liperfluo Intensity) in Glutamatergic Neuron
LOC100699513	GENOMICS_ENGLAND:C3151202~LEBER CONGENITAL AMAUROSIS 8
LOC100690208	GO:1903523
LOC100711410	GO:0016757
sec13	REACTOME_PATHWAY:R-HSA-162909~Host Interactions of HIV factors
LOC100701446	MGD:MP:0010589~common truncal valve
tada2a	GO:0070461
melk	PSYGENET:CXXX~No diseases associated
gata4	GO:0046872
atp6ap2	GO:0005886
fmr1	DISGENET:C0016667~Fragile X Syndrome
pkig	GO:0006469
LOC100699274	CRB:CRB:0000032~Positive hit with Reactive Oxygen Species (CellRox Intensity) in Glutamatergic Neuron
LOC100699105	GO:0051611
arl2	GO:0010811
nfyc	GO:0006457
alkbh8	GO:0005737
atic	HPO:HP:0010864~Intellectual disability, severe
LOC100706667	GO:0005634
pc	GO:0019076
LOC100698381	GO:0003824
ddx23	GO:0005634
wwp2	UP_TISSUE:Brain
pik3r1	KEGG_PATHWAY:hsa05211
LOC100704451	MGD:MP:0003477~abnormal nerve fiber response
ndufs7	MGD:MP:0001672~abnormal embryo development
slc25a26	GO:1990543
trhde	GO:0008237
exoc1	GO:0000145
ppp2r5e	REACTOME_PATHWAY:R-HSA-195253~Degradation of beta-catenin by the destruction complex
rasgrp1	MGD:MP:0002490~abnormal immunoglobulin level
selenok	GO:0032755
dync1i1	GO:0036464
ppargc1b	GO:0030374
alg12	GO:0005789
LOC100696388	GO:0030424
csrp3	GO:1903920
rilpl1	CRB:CRB:0000024~Negative hit with Survival No Antioxidants PSAP KO CRISPRi in Glutamatergic Neuron
cnksr2	MGD:MP:0011275~abnormal behavioral response to light
taf1	HPO:HP:0003581~Adult onset
egfr	DISGENET:C0007193~Cardiomyopathy, Dilated
neurod1	MGD:MP:0004811~abnormal neuron physiology
LOC100699836	GO:0048023
prkn	GO:0005829
ara	GO:0030518
p53	GO:0005737
sap18	GO:0016604
LOC100696265	GO:0005515
apopt1	GO:0033617
ccr7	MGD:MP:0002347~abnormal lymph node T cell domain morphology
gtf2a2	GO:0005634
LOC100695691	GO:0005737
casr	DISGENET:C0020502~Hyperparathyroidism
LOC100708747	GO:1901165
tcf7l2	GO:0050679
pqlc1	GO:0016020
map10	GO:0005881
LOC100701887	DISGENET:C0025202~melanoma
tarbp2	GO:0070578
shoc2	MGD:MP:0002745~abnormal atrioventricular valve morphology
tmem30a	GO:0033036
LOC100710516	
LOC100708293	GO:0060294
LOC102082062	GO:0006562
mad1l1	GO:0090267
nr2c2	MGD:MP:0005179~decreased circulating cholesterol level
LOC100711384	GO:0002116
egfr	MGD:MP:0001325~abnormal retina morphology
lrsam1	HPO:HP:0040078~Axonal degeneration
LOC102082062	
p2ry6	GO:0005886
LOC100695498	GO:0004965
LOC102081481	GO:0006364
serinc5	GO:0016020
shh	GAD_DISEASE:Bone Mineral Density
wnk4	GO:0070528
akt1	GO:0043491
bglap	GAD_DISEASE:prostate cancer
gucy1b1	MGD:MP:0009480~distended cecum
pgm3	GO:0004610
LOC100709268	REACTOME_PATHWAY:R-HSA-168176~Toll Like Receptor 5 (TLR5) Cascade
apaf1	MGD:MP:0004811~abnormal neuron physiology
gata4	MGD:MP:0001718~abnormal visceral yolk sac morphology
mfsd8	GO:0016020
sys1	GO:0034067
gsk3b	KEGG_PATHWAY:hsa04936
LOC100711435	GO:0016079
sytl1	UP_TISSUE:B-cell
hyou1	
vps4b	GO:0007034
LOC100702753	GO:0005789
morc2	MGD:MP:0004668~absent vertebral body
stat4	GO:0000978
LOC100712348	REACTOME_PATHWAY:R-HSA-8866654~E3 ubiquitin ligases ubiquitinate target proteins
LOC100709661	KEGG_PATHWAY:hsa04215
LOC100710057	GO:0005829
LOC100706976	GO:0015031
ehhadh	UP_TISSUE:Uterus
mrps26	GO:0005739
sfrp1	GO:0009986
atf7ip	
eya1	GO:0005634
pole2	UP_TISSUE:Embryonic stem cell
dhh	GO:0035264
LOC100700472	GO:0005634
trnt1	GO:0016740
fdx2	
ankh	MGD:MP:0003795~abnormal bone structure
LOC100690099	GO:0032154
pomp	DISGENET:C4747989~PROTEASOME-ASSOCIATED AUTOINFLAMMATORY SYNDROME 2
daxx	GO:0045893
myb	GO:0030218
apbb1	GO:0005634
ints7	GO:0016604
slc16a2	GO:0006520
dnajc3	HPO:HP:0100651~Type I diabetes mellitus
kdm2a	GO:0032452
plekhd1	CLINGEN:CXXX~No diseases associated
LOC100701336	DISGENET:C0013421~Dystonia
lpar4	MGD:MP:0001614~abnormal blood vessel morphology
LOC100693777	GO:0005634
LOC100707489	DISGENET:C0023890~Liver Cirrhosis
LOC100710487	GO:0015185
pomt1	HPO:HP:0000659~Peters anomaly
orai1	DISGENET:C4011726~MYOPATHY, TUBULAR AGGREGATE, 1
pax5	GO:0000785
LOC100694690	GAD_DISEASE:Schizophrenia
mboat7	GO:0008374
LOC102082062	
dnah5	MGD:MP:0000689~abnormal spleen morphology
hdac6	GO:0051787
adcyap1	GO:0005179
LOC100709803	KEGG_PATHWAY:hsa04146
rag1	GO:0033077
rho	MGD:MP:0012034~abnormal a wave shape
polg	HPO:HP:0001394~Cirrhosis
ddr1	GO:0005576
LOC100709800	GO:0008544
lmod3	HPO:HP:0003198~Myopathy
canx	REACTOME_PATHWAY:R-HSA-9020956~Interleukin-27 signaling
nanos3	
LOC100696613	MGD:MP:0009503~abnormal mammary gland duct morphology
fstl4	GO:0030141
pgrmc2	GO:0016020
slc25a11	HPO:HP:0012378~Fatigue
akt1s1	GO:0005829
dlg5	GO:0042130
LOC100709295	GO:0005856
ndufa3	GO:0005747
dpp7	
LOC100694149	UP_TISSUE:Bone marrow
kcnip1	GO:0034220
vti1b	GO:0008021
hsp70	GO:0044183
rlim	HPO:HP:0001263~Global developmental delay
LOC100702874	UP_TISSUE:Melanoma
eef1g	GO:0005634
mrvi1	
grwd1	CRB:CRB:0000048~Negative hit with Survival CRISPRi in Glutamatergic Neuron
esd	GO:0052689
thumpd3	CLINGEN:CXXX~No diseases associated
grn	MGD:MP:0008560~increased tumor necrosis factor secretion
nmnat1	GO:0009611
xkr4	GAD_DISEASE:Echocardiography
LOC100710707	GO:0007283
mcoln3	MGD:MP:0003150~detached tectorial membrane
LOC100703527	GO:0005654
f5	GO:0031091
clcc1	GO:0005783
tshr	GENOMICS_ENGLAND:C1863961~Thyroid Carcinoma With Thyrotoxicosis
LOC100708457	DISGENET:C0557874~Global developmental delay
plk4	GO:0016310
dgcr8	GO:2000633
